iter	RMSE
687	5460.925704
688	5460.119772
689	5447.326521
690	5436.845412
691	5428.882825
692	5419.725211
693	5419.386015
694	5415.430202
695	5408.952177
696	5405.840355
697	5392.477557
698	5376.110231
699	5371.557419
700	5363.919541
701	5360.60239
702	5357.426445
703	5354.930111
704	5348.706912
705	5337.23223
706	5334.499159
707	5319.183536
708	5317.475104
709	5304.845693
710	5300.487061
711	5294.353314
712	5293.553255
713	5282.047136
714	5278.639656
715	5276.81448
716	5268.825162
717	5268.651979
718	5257.341968
719	5257.101456
720	5250.484891
721	5244.214211
722	5235.986962
723	5220.156877
724	5211.679854
725	5197.214168
726	5192.380297
727	5187.922211
728	5178.761696
729	5173.100933
730	5168.903176
731	5162.44236
732	5160.405475
733	5149.665152
734	5141.285065
735	5128.408731
736	5126.662681
737	5113.105405
738	5110.13944
739	5109.424786
740	5106.456664
741	5100.767492
742	5095.958698
743	5092.482873
744	5085.613572
745	5083.135564
746	5076.124009
747	5071.982728
748	5063.132914
749	5059.781469
750	5057.065115
751	5053.976721
752	5048.824572
753	5041.480587
754	5035.064192
755	5031.574535
756	5028.597574
757	5018.057415
758	5011.54174
759	5009.556826
760	5003.40766
761	4989.764336
762	4989.088801
763	4976.355325
764	4965.623655
765	4963.126498
766	4958.790823
767	4951.142404
768	4943.996294
769	4938.245734
770	4931.942042
771	4929.061431
772	4926.373382
773	4919.082255
774	4914.386954
775	4910.691835
776	4894.396702
777	4894.30745
778	4892.333659
779	4880.87476
780	4874.414573
781	4870.061746
782	4860.473472
783	4853.157657
784	4841.716506
785	4839.03599
786	4833.089414
787	4830.491587
788	4824.036689
789	4809.328728
790	4804.751545
791	4802.268536
792	4791.912852
793	4791.559109
794	4779.965751
795	4776.427671
796	4773.735968
797	4771.889492
798	4771.267802
799	4770.589673
800	4764.880775
801	4751.20285
802	4749.796497
803	4742.01612
804	4735.703503
805	4730.260726
806	4727.198992
807	4722.850886
808	4720.24306
809	4705.972218
810	4699.816298
811	4693.510631
812	4688.736897
813	4686.276557
814	4680.074348
815	4679.652653
816	4678.507917
817	4678.187819
818	4671.192179
819	4658.485902
820	4653.943853
821	4651.003836
822	4642.973218
823	4637.923129
824	4629.71373
825	4621.156278
826	4616.920244
827	4610.380765
828	4604.372177
829	4590.439961
830	4589.775464
831	4588.784598
832	4588.180033
833	4583.114505
834	4582.790248
835	4571.329055
836	4565.491721
837	4563.203543
838	4552.176741
839	4544.854361
840	4535.972465
841	4535.069934
842	4534.039765
843	4530.544654
844	4526.075526
845	4514.412187
846	4508.057391
847	4506.316085
848	4501.685937
849	4499.555337
850	4497.34449
851	4481.619493
852	4480.735779
853	4470.551803
854	4468.035009
855	4466.325091
856	4464.009516
857	4457.681357
858	4446.61726
859	4438.614175
860	4431.748812
861	4429.249069
862	4426.318322
863	4419.960574
864	4409.6808
865	4408.044239
866	4395.20483
867	4391.153076
868	4387.576016
869	4380.701939
870	4372.995816
871	4372.690298
872	4362.64456
873	4360.970626
874	4355.887599
875	4352.197896
876	4351.95884
877	4348.705416
878	4336.534267
879	4324.229985
880	4321.197175
881	4310.522289
882	4307.074528
883	4302.812005
884	4299.538316
885	4290.759101
886	4282.660167
887	4279.044299
888	4271.99447
889	4269.960433
890	4262.799118
891	4253.762462
892	4253.277386
893	4246.743862
894	4245.284493
895	4240.229266
896	4228.33638
897	4227.399212
898	4218.589688
899	4212.059147
900	4202.631249
901	4189.008734
902	4188.069606
903	4186.363947
904	4186.239066
905	4185.637417
906	4183.405511
907	4182.648322
908	4172.178142
909	4167.086116
910	4166.206824
911	4161.810658
912	4158.832848
913	4156.07623
914	4152.263078
915	4146.537587
916	4142.974601
917	4142.718814
918	4132.111759
919	4127.137815
920	4120.24192
921	4119.999955
922	4112.567607
923	4109.354173
924	4108.360774
925	4097.096905
926	4089.82929
927	4085.710854
928	4083.625173
929	4079.116175
930	4072.551103
931	4066.497077
932	4060.074588
933	4057.059888
934	4051.727661
935	4046.962287
936	4041.426115
937	4037.068757
938	4032.876848
939	4023.73357
940	4016.927146
941	4011.670154
942	4001.057153
943	3998.138231
944	3997.942717
945	3996.654254
946	3989.971916
947	3989.337699
948	3984.255974
949	3982.090946
950	3977.890124
951	3975.590906
952	3966.23831
953	3957.359487
954	3952.855031
955	3940.907091
956	3938.319176
957	3935.898609
958	3932.710697
959	3926.588517
960	3922.801007
961	3918.542709
962	3914.247497
963	3905.414931
964	3903.671656
965	3900.37913
966	3898.744898
967	3898.533483
968	3897.258795
969	3894.987696
970	3889.378495
971	3887.616145
972	3879.386201
973	3876.736538
974	3871.257847
975	3863.085298
976	3858.909268
977	3857.111678
978	3855.690227
979	3844.88622
980	3842.238321
981	3838.59152
982	3836.338385
983	3833.430698
984	3829.994151
985	3822.260342
986	3817.720504
987	3810.442424
988	3809.198093
989	3804.176894
990	3793.063939
991	3788.239626
992	3785.941074
993	3779.174632
994	3770.757801
995	3770.32391
996	3765.585492
997	3758.772852
998	3757.958033
999	3755.808087
