iter	Passed	Remaining
403	9659	14249
404	9688	14234
405	9717	14217
406	9742	14194
407	9768	14174
408	9792	14150
409	9820	14132
410	9850	14117
411	9873	14090
412	9912	14088
413	9951	14086
414	9983	14073
415	10010	14053
416	10035	14030
417	10060	14007
418	10085	13984
419	10111	13963
420	10133	13936
421	10162	13919
422	10201	13915
423	10228	13895
424	10249	13867
425	10269	13837
426	10287	13805
427	10307	13775
428	10333	13753
429	10354	13725
430	10375	13697
431	10396	13668
432	10417	13641
433	10439	13614
434	10461	13588
435	10483	13561
436	10503	13531
437	10524	13503
438	10545	13476
439	10568	13450
440	10593	13428
441	10619	13406
442	10643	13382
443	10666	13357
444	10691	13334
445	10720	13316
446	10748	13297
447	10776	13278
448	10805	13259
449	10840	13249
450	10870	13232
451	10890	13203
452	10910	13174
453	10932	13147
454	10951	13118
455	10972	13090
456	11000	13070
457	11022	13044
458	11045	13018
459	11068	12993
460	11091	12968
461	11116	12945
462	11141	12922
463	11164	12896
464	11185	12869
465	11213	12849
466	11234	12822
467	11256	12796
468	11278	12769
469	11299	12742
470	11321	12715
471	11344	12690
472	11367	12665
473	11387	12637
474	11407	12608
475	11427	12579
476	11448	12552
477	11473	12529
478	11496	12504
479	11519	12479
480	11537	12449
481	11560	12424
482	11579	12394
483	11599	12366
484	11624	12343
485	11646	12317
486	11669	12292
487	11689	12263
488	11714	12241
489	11740	12219
490	11764	12196
491	11788	12171
492	11810	12146
493	11831	12119
494	11854	12093
495	11878	12069
496	11898	12042
497	11918	12013
498	11937	11985
499	11955	11955
500	11973	11926
501	11994	11898
502	12014	11871
503	12034	11843
504	12054	11816
505	12076	11789
506	12097	11763
507	12117	11736
508	12141	11711
509	12163	11686
510	12189	11664
511	12227	11654
512	12252	11631
513	12273	11604
514	12296	11579
515	12317	11553
516	12351	11538
517	12381	11520
518	12409	11500
519	12430	11474
520	12453	11449
521	12475	11424
522	12498	11398
523	12519	11372
524	12539	11345
525	12560	11318
526	12580	11291
527	12602	11265
528	12622	11238
529	12645	11213
530	12667	11188
531	12690	11163
532	12717	11142
533	12743	11120
534	12768	11097
535	12789	11071
536	12813	11047
537	12836	11023
538	12857	10996
539	12877	10970
540	12897	10942
541	12919	10917
542	12939	10890
543	12960	10864
544	12981	10837
545	13004	10813
546	13027	10789
547	13048	10763
548	13069	10736
549	13090	10710
550	13113	10685
551	13134	10659
552	13158	10636
553	13192	10620
554	13219	10599
555	13257	10586
556	13282	10563
557	13307	10541
558	13334	10519
559	13358	10496
560	13383	10473
561	13407	10449
562	13432	10426
563	13455	10401
564	13478	10377
565	13502	10353
566	13525	10329
567	13557	10311
568	13577	10284
569	13597	10257
570	13617	10230
571	13644	10209
572	13670	10187
573	13693	10162
574	13716	10138
575	13738	10113
576	13761	10088
577	13786	10065
578	13812	10043
579	13833	10017
580	13854	9991
581	13874	9964
582	13894	9938
583	13914	9911
584	13935	9886
585	13956	9860
586	13976	9833
587	13997	9807
588	14016	9780
589	14038	9755
590	14062	9731
591	14082	9705
592	14103	9679
593	14124	9654
594	14145	9628
595	14167	9603
596	14188	9578
597	14208	9551
598	14231	9527
599	14259	9506
600	14286	9484
601	14306	9458
602	14324	9430
603	14342	9403
604	14361	9376
605	14383	9351
606	14405	9326
607	14424	9300
608	14443	9273
609	14462	9246
610	14480	9219
611	14501	9193
612	14541	9180
613	14567	9158
614	14589	9133
615	14609	9106
616	14631	9082
617	14656	9059
618	14682	9037
619	14712	9017
620	14735	8993
621	14759	8969
622	14780	8944
623	14803	8919
624	14829	8897
625	14852	8873
626	14872	8847
627	14891	8821
628	14911	8795
629	14932	8770
630	14953	8744
631	14972	8718
632	14993	8693
633	15014	8667
634	15038	8644
635	15061	8620
636	15083	8595
637	15104	8570
638	15127	8546
639	15148	8521
640	15169	8496
641	15190	8470
642	15212	8446
643	15236	8422
644	15258	8398
645	15290	8379
646	15315	8356
647	15339	8332
648	15361	8308
649	15383	8283
650	15405	8258
651	15428	8235
652	15449	8209
653	15469	8184
654	15490	8159
655	15514	8135
656	15541	8113
657	15563	8089
658	15585	8064
659	15606	8039
660	15630	8016
661	15655	7993
662	15684	7972
663	15720	7954
664	15748	7933
665	15770	7908
666	15791	7884
667	15817	7861
668	15840	7837
669	15858	7810
670	15877	7785
671	15899	7760
672	15920	7735
673	15942	7710
674	15963	7685
675	15982	7660
676	16002	7634
677	16020	7608
678	16042	7584
679	16064	7559
680	16085	7534
681	16106	7509
682	16128	7485
683	16152	7462
684	16175	7438
685	16197	7414
686	16219	7389
687	16242	7365
688	16266	7342
689	16292	7319
690	16323	7299
691	16344	7274
692	16365	7249
693	16384	7224
694	16403	7198
695	16426	7174
696	16458	7154
697	16485	7132
698	16506	7107
699	16527	7083
700	16560	7063
701	16584	7040
702	16603	7014
703	16624	6989
704	16643	6964
705	16667	6940
706	16701	6921
707	16730	6900
708	16767	6882
709	16808	6865
710	16851	6849
711	16886	6830
712	16929	6814
713	16956	6792
714	16983	6769
715	17012	6748
716	17040	6725
717	17067	6703
718	17094	6680
719	17121	6658
720	17145	6634
721	17170	6611
722	17194	6587
723	17213	6562
724	17233	6536
725	17255	6512
726	17280	6489
727	17308	6466
728	17345	6448
729	17371	6425
730	17397	6402
731	17420	6378
732	17440	6352
733	17460	6327
734	17483	6303
735	17506	6279
736	17531	6256
737	17556	6232
738	17579	6208
739	17600	6183
740	17622	6159
741	17642	6134
742	17662	6109
743	17680	6083
744	17701	6058
745	17719	6033
746	17740	6008
747	17762	5984
748	17799	5964
749	17820	5940
750	17841	5915
751	17860	5890
752	17880	5865
753	17899	5839
754	17917	5814
755	17935	5788
756	17954	5763
757	17973	5738
758	17994	5713
759	18015	5689
760	18038	5665
761	18065	5642
762	18091	5619
763	18117	5596
764	18142	5573
765	18161	5548
766	18181	5523
767	18199	5497
768	18220	5473
769	18239	5448
770	18259	5423
771	18281	5399
772	18301	5374
773	18322	5349
774	18350	5327
775	18377	5304
776	18400	5280
777	18424	5257
778	18449	5234
779	18471	5209
780	18494	5186
781	18519	5162
782	18541	5138
783	18564	5114
784	18586	5090
785	18609	5066
786	18637	5044
787	18663	5021
788	18691	4998
789	18714	4974
790	18739	4951
791	18765	4928
792	18792	4905
793	18818	4882
794	18846	4859
795	18871	4836
796	18894	4812
797	18915	4788
798	18934	4763
799	18955	4738
800	18976	4714
801	18996	4690
802	19017	4665
803	19037	4640
804	19058	4616
805	19079	4592
806	19098	4567
807	19119	4543
808	19142	4519
809	19163	4495
810	19185	4471
811	19208	4447
812	19239	4425
813	19261	4401
814	19282	4377
815	19301	4352
816	19320	4327
817	19339	4302
818	19368	4280
819	19388	4256
820	19408	4231
821	19427	4207
822	19448	4182
823	19469	4158
824	19487	4133
825	19510	4109
826	19530	4085
827	19550	4061
828	19572	4037
829	19592	4012
830	19616	3989
831	19639	3965
832	19665	3942
833	19689	3919
834	19713	3895
835	19736	3871
836	19760	3848
837	19788	3825
838	19814	3802
839	19835	3778
840	19858	3754
841	19879	3730
842	19900	3706
843	19924	3682
844	19949	3659
845	19993	3639
846	20026	3617
847	20046	3593
848	20067	3569
849	20085	3544
850	20104	3520
851	20123	3495
852	20143	3471
853	20164	3447
854	20185	3423
855	20207	3399
856	20234	3376
857	20254	3352
858	20276	3328
859	20297	3304
860	20320	3280
861	20339	3256
862	20361	3232
863	20395	3210
864	20418	3186
865	20438	3162
866	20456	3138
867	20476	3113
868	20496	3089
869	20516	3065
870	20535	3041
871	20554	3017
872	20572	2992
873	20593	2968
874	20612	2944
875	20633	2920
876	20655	2896
877	20681	2873
878	20707	2850
879	20730	2826
880	20753	2803
881	20779	2779
882	20806	2756
883	20835	2734
884	20860	2710
885	20883	2687
886	20905	2663
887	20924	2639
888	20953	2616
889	20973	2592
890	20994	2568
891	21027	2545
892	21054	2522
893	21077	2499
894	21099	2475
895	21119	2451
896	21143	2427
897	21162	2403
898	21185	2380
899	21205	2356
900	21235	2333
901	21252	2309
902	21287	2286
903	21308	2262
904	21328	2238
905	21348	2214
906	21369	2191
907	21388	2167
908	21409	2143
909	21442	2120
910	21469	2097
911	21494	2074
912	21515	2050
913	21536	2026
914	21563	2003
915	21584	1979
916	21607	1955
917	21627	1931
918	21650	1908
919	21672	1884
920	21693	1860
921	21715	1837
922	21736	1813
923	21758	1789
924	21780	1766
925	21803	1742
926	21826	1718
927	21848	1695
928	21869	1671
929	21888	1647
930	21907	1623
931	21927	1599
932	21946	1576
933	21967	1552
934	21986	1528
935	22004	1504
936	22021	1480
937	22041	1456
938	22062	1433
939	22082	1409
940	22105	1385
941	22126	1362
942	22146	1338
943	22166	1314
944	22186	1291
945	22206	1267
946	22225	1243
947	22246	1220
948	22267	1196
949	22287	1173
950	22307	1149
951	22329	1125
952	22351	1102
953	22371	1078
954	22390	1055
955	22410	1031
956	22430	1007
957	22459	984
958	22482	961
959	22505	937
960	22523	914
961	22541	890
962	22561	866
963	22580	843
964	22601	819
965	22624	796
966	22645	772
967	22669	749
968	22692	725
969	22713	702
970	22734	678
971	22759	655
972	22780	632
973	22805	608
974	22827	585
975	22846	561
976	22871	538
977	22900	515
978	22919	491
979	22938	468
980	22956	444
981	22976	421
982	22996	397
983	23017	374
984	23035	350
985	23055	327
986	23079	303
987	23101	280
988	23124	257
989	23153	233
990	23191	210
991	23214	187
992	23237	163
993	23262	140
994	23289	117
995	23325	93
996	23350	70
997	23371	46
998	23392	23
999	23417	0
