iter	RMSE
183	4.530222955
184	4.52699733
185	4.524192366
186	4.523761988
187	4.523480079
188	4.52275892
189	4.52246192
190	4.52216702
191	4.521871327
192	4.521236963
193	4.520991072
194	4.517680501
195	4.513805987
196	4.510220695
197	4.506572067
198	4.503903548
199	4.50362959
200	4.503339808
201	4.503132957
202	4.502921357
203	4.502693932
204	4.502464876
205	4.498538561
206	4.495684155
207	4.492720747
208	4.489698303
209	4.485586978
210	4.482306627
211	4.482099018
212	4.475008123
213	4.47478125
214	4.472397979
215	4.469401111
216	4.469198292
217	4.469005416
218	4.468682493
219	4.463770445
220	4.463534721
221	4.463309621
222	4.459612683
223	4.457329553
224	4.454541043
225	4.450043494
226	4.449800847
227	4.449627994
228	4.446487657
229	4.445712758
230	4.441535316
231	4.44015751
232	4.438076317
233	4.435126622
234	4.434961628
235	4.431114344
236	4.426879081
237	4.42554864
238	4.422661475
239	4.421150427
240	4.420956465
241	4.41358894
242	4.413397123
243	4.410655703
244	4.406858589
245	4.403284291
246	4.400649078
247	4.393521701
248	4.390285825
249	4.38770266
250	4.385614723
251	4.382420169
252	4.379962432
253	4.377704952
254	4.376208861
255	4.376055109
256	4.375858172
257	4.372331868
258	4.369627601
259	4.363709517
260	4.363010549
261	4.361863836
262	4.356247486
263	4.354419916
264	4.352175649
265	4.348624465
266	4.345700512
267	4.34358662
268	4.340859637
269	4.337838158
270	4.331677308
271	4.329574335
272	4.326198198
273	4.323707748
274	4.323116123
275	4.323001191
276	4.320848661
277	4.319139339
278	4.317959317
279	4.317850229
280	4.313791201
281	4.311762402
282	4.309230034
283	4.303734215
284	4.301121152
285	4.299435486
286	4.299301
287	4.296873723
288	4.296767631
289	4.294556727
290	4.292636741
291	4.290305647
292	4.288642102
293	4.285228446
294	4.282218363
295	4.28105447
296	4.277862805
297	4.277739175
298	4.27446172
299	4.271466962
300	4.271275414
301	4.271152124
302	4.269100073
303	4.265736956
304	4.265620802
305	4.263168426
306	4.261287864
307	4.258991327
308	4.25587682
309	4.253956529
310	4.251581579
311	4.248040951
312	4.245208256
313	4.242906909
314	4.24281874
315	4.239617531
316	4.237040489
317	4.232910008
318	4.230402602
319	4.228164223
320	4.225711214
321	4.223729927
322	4.219885402
323	4.217907624
324	4.21270901
325	4.210932066
326	4.207915119
327	4.205425042
328	4.201777852
329	4.199008048
330	4.196282381
331	4.194602209
332	4.192838085
333	4.189501264
334	4.184712151
335	4.179462352
336	4.177362021
337	4.175011242
338	4.172796404
339	4.168793321
340	4.165575505
341	4.162033572
342	4.158785331
343	4.156472399
344	4.15340472
345	4.150407718
346	4.150311746
347	4.144977525
348	4.143054905
349	4.140360924
350	4.13918144
351	4.13686994
352	4.134946996
353	4.133129072
354	4.130631297
355	4.12887214
356	4.127206902
357	4.125752673
358	4.124222534
359	4.121319105
360	4.119819274
361	4.118632653
362	4.116946477
363	4.114683318
364	4.113348635
365	4.113263519
366	4.106722578
367	4.104710869
368	4.102924156
369	4.097809313
370	4.09512948
371	4.092315717
372	4.091888352
373	4.088511714
374	4.08656117
375	4.082857068
376	4.080781895
377	4.079087953
378	4.076167768
379	4.072071715
380	4.066540413
381	4.063617127
382	4.0608591
383	4.060698854
384	4.05919192
385	4.054670138
386	4.050227665
387	4.047581004
388	4.046244994
389	4.044258617
390	4.041732159
391	4.039263695
392	4.037024403
393	4.032895554
394	4.032736848
395	4.031667081
396	4.026599722
397	4.024767824
398	4.02307019
399	4.022991135
400	4.019429082
401	4.017762867
402	4.015900403
403	4.014342396
404	4.013574658
405	4.012867228
406	4.012755199
407	4.009592741
408	4.006539896
409	4.00646832
410	4.005744197
411	4.002881336
412	4.00279391
413	4.00051581
414	3.998459601
415	3.997284307
416	3.994552773
417	3.992707584
418	3.990698142
419	3.987970322
420	3.985731557
421	3.98250382
422	3.980997695
423	3.976248021
424	3.974858433
425	3.973692464
426	3.972936206
427	3.97176589
428	3.968049049
429	3.966351594
430	3.963598916
431	3.962550913
432	3.96022321
433	3.957467838
434	3.953194217
435	3.952068415
436	3.949213548
437	3.947652136
438	3.947481092
439	3.943769291
440	3.941438334
441	3.938053086
442	3.936710037
443	3.933460271
444	3.929712465
445	3.92904107
446	3.925860573
447	3.924236738
448	3.919868703
449	3.918602443
450	3.916838388
451	3.913597359
452	3.911533687
453	3.90849719
454	3.906522034
455	3.903763038
456	3.901832143
457	3.899153144
458	3.898301881
459	3.898202937
460	3.896942063
461	3.894798324
462	3.894022788
463	3.890325407
464	3.889022371
465	3.887557228
466	3.886352725
467	3.883175884
468	3.883115029
469	3.881518836
470	3.880411418
471	3.877875725
472	3.876301103
473	3.874993575
474	3.871544791
475	3.869282462
476	3.866684261
477	3.866275115
478	3.864292745
479	3.862946995
480	3.862846024
481	3.862779567
482	3.858412616
483	3.854446625
484	3.851784392
485	3.850623514
486	3.849060061
487	3.845430042
488	3.842812215
489	3.838793331
490	3.836010164
491	3.83528571
492	3.832905113
493	3.831369218
494	3.830074726
495	3.827285198
496	3.826356976
497	3.823508382
498	3.82101218
499	3.820940107
500	3.8208552
501	3.818813107
502	3.817333395
503	3.815775858
504	3.814466122
505	3.81058251
506	3.809025498
507	3.805881769
508	3.804636175
509	3.803439383
510	3.802078788
511	3.797658711
512	3.796991407
513	3.79513274
514	3.791077205
515	3.789793448
516	3.788192519
517	3.788090667
518	3.78692096
519	3.785358375
520	3.781822652
521	3.780676142
522	3.780055519
523	3.776437818
524	3.774642734
525	3.772912822
526	3.771586394
527	3.768001565
528	3.767132768
529	3.7660903
530	3.763835267
531	3.762685437
532	3.760334179
533	3.759262389
534	3.754644757
535	3.751611269
536	3.749418944
537	3.748675577
538	3.747037851
539	3.74587151
540	3.741802622
541	3.741336783
542	3.740916221
543	3.739234411
544	3.739181467
545	3.738645768
546	3.737782866
547	3.736148972
548	3.735045066
549	3.732906869
550	3.729007207
551	3.726668888
552	3.722290177
553	3.721013772
554	3.720920871
555	3.719864125
556	3.718340875
557	3.715832878
558	3.712528059
559	3.711694084
560	3.711643498
561	3.71051497
562	3.706958179
563	3.705680605
564	3.705353141
565	3.702923946
566	3.7028585
567	3.702792723
568	3.700219682
569	3.698115141
570	3.697085804
571	3.695312557
572	3.693557772
573	3.690315134
574	3.68747803
575	3.687429753
576	3.687348971
577	3.684400241
578	3.684316829
579	3.682048181
580	3.680375454
581	3.67766632
582	3.675162923
583	3.675091714
584	3.671006176
585	3.668546294
586	3.668458374
587	3.667681258
588	3.66473193
589	3.662713059
590	3.66049988
591	3.660056865
592	3.656949485
593	3.655466804
594	3.654164022
595	3.654038834
596	3.652169827
597	3.650705941
598	3.649882262
599	3.649376393
600	3.647061518
601	3.646778278
602	3.644343851
603	3.640637298
604	3.638909896
605	3.638008849
606	3.636640159
607	3.63590283
608	3.633501279
609	3.63341882
610	3.632889238
611	3.630107954
612	3.629887007
613	3.628519013
614	3.625817819
615	3.622837274
616	3.621038508
617	3.618690904
618	3.617846677
619	3.61779581
620	3.61548116
621	3.612178455
622	3.612105564
623	3.60996545
624	3.606866253
625	3.603479895
626	3.601279691
627	3.599966382
628	3.598469572
629	3.598188729
630	3.595588503
631	3.59315939
632	3.592669832
633	3.591344925
634	3.590361595
635	3.590318792
636	3.589099382
637	3.587299474
638	3.586282109
639	3.586220011
640	3.584911777
641	3.584027901
642	3.581411424
643	3.579193004
644	3.577440656
645	3.577398131
646	3.575221016
647	3.573798485
648	3.571664641
649	3.569095627
650	3.566347985
651	3.564938702
652	3.564902948
653	3.563735312
654	3.561766833
655	3.559961513
656	3.559034415
657	3.557869836
658	3.557637831
659	3.557567435
660	3.55536332
661	3.553281204
662	3.550831314
663	3.54913433
664	3.545946541
665	3.545911313
666	3.544520033
667	3.544322637
668	3.539550788
669	3.537644512
670	3.537568847
671	3.536785054
672	3.532523602
673	3.531503232
674	3.529516109
675	3.528830671
676	3.527760621
677	3.524504925
678	3.523266488
679	3.521816086
680	3.519271123
681	3.519202279
682	3.517911372
683	3.514993674
684	3.513918169
685	3.512708263
686	3.510843371
687	3.50992321
688	3.507297262
689	3.505161628
690	3.501964268
691	3.500710671
692	3.499155104
693	3.498549484
694	3.49616671
695	3.494535356
696	3.492622184
697	3.491167209
698	3.488120299
699	3.487024756
700	3.485994542
701	3.482961707
702	3.481331851
703	3.480014106
704	3.477224253
705	3.476090606
706	3.473942723
707	3.472007308
708	3.470984528
709	3.469689064
710	3.469638709
711	3.469237071
712	3.467371851
713	3.466371244
714	3.465634607
715	3.463976047
716	3.461611892
717	3.459629496
718	3.458386322
719	3.457943698
720	3.456490569
721	3.456417372
722	3.455614672
723	3.453650349
724	3.452706426
725	3.451264943
726	3.449881453
727	3.448312036
728	3.447094388
729	3.44615407
730	3.443895616
731	3.441766866
732	3.43848857
733	3.437859872
734	3.435753513
735	3.434388681
736	3.433078
737	3.431802881
738	3.431746848
739	3.42966757
740	3.427067317
741	3.426556876
742	3.424982409
743	3.424953916
744	3.424504067
745	3.421712408
746	3.419935318
747	3.418475318
748	3.415346643
749	3.413261181
750	3.41124313
751	3.409429694
752	3.40824067
753	3.407374962
754	3.406027418
755	3.405974614
756	3.405244767
757	3.403320762
758	3.403129615
759	3.400728928
760	3.400694527
761	3.398295057
762	3.396872363
763	3.394905786
764	3.393708849
765	3.392426447
766	3.390526975
767	3.388038631
768	3.38571687
769	3.385048775
770	3.383320493
771	3.382465115
772	3.380936956
773	3.377957964
774	3.377061667
775	3.375049677
776	3.374242091
777	3.372759782
778	3.370561873
779	3.368957669
780	3.36678698
781	3.363925539
782	3.363150884
783	3.362581961
784	3.361504262
785	3.360152574
786	3.357960616
787	3.355532694
788	3.352751715
789	3.351950126
790	3.350022948
791	3.349410081
792	3.34560984
793	3.344726609
794	3.343258445
795	3.340995766
796	3.340586047
797	3.338301887
798	3.336282762
799	3.33311646
800	3.332427388
801	3.330778741
802	3.329085437
803	3.328930922
804	3.32816067
805	3.328127906
806	3.32645628
807	3.325955138
808	3.323443787
809	3.32188861
810	3.319464228
811	3.317521027
812	3.31748265
813	3.316295718
814	3.314209552
815	3.312006555
816	3.311443099
817	3.308201141
818	3.305752684
819	3.303317462
820	3.302018561
821	3.300519747
822	3.298339726
823	3.295529387
824	3.293537938
825	3.292945855
826	3.29214214
827	3.291271629
828	3.288774096
829	3.288316143
830	3.288287137
831	3.288244589
832	3.285419796
833	3.283209784
834	3.282346263
835	3.280033695
836	3.279686866
837	3.279552711
838	3.278779126
839	3.277302194
840	3.276426679
841	3.274020339
842	3.271773745
843	3.271092322
844	3.271052031
845	3.269463432
846	3.268285288
847	3.268248806
848	3.266143023
849	3.26506593
850	3.264407313
851	3.264130941
852	3.263961825
853	3.262814328
854	3.262755189
855	3.260930091
856	3.260468227
857	3.259676243
858	3.257140767
859	3.255603205
860	3.253871088
861	3.252496626
862	3.251473509
863	3.249343219
864	3.248878625
865	3.246522514
866	3.246241829
867	3.244876394
868	3.243063702
869	3.242061526
870	3.241464989
871	3.241059801
872	3.239031093
873	3.237980395
874	3.236891753
875	3.233739057
876	3.231954406
877	3.230296555
878	3.228329741
879	3.227032639
880	3.226718396
881	3.226271947
882	3.225642828
883	3.224899623
884	3.223376455
885	3.223204727
886	3.221018855
887	3.219758898
888	3.21673397
889	3.215415256
890	3.212913174
891	3.211214142
892	3.210214282
893	3.208867604
894	3.207460193
895	3.206412471
896	3.204192516
897	3.20153212
898	3.200368934
899	3.19857775
900	3.197559089
901	3.195671019
902	3.193847624
903	3.192631624
904	3.191400143
905	3.18972039
906	3.189038803
907	3.187359462
908	3.18721485
909	3.185650118
910	3.183052695
911	3.182230765
912	3.181507784
913	3.180127747
914	3.178633747
915	3.17731979
916	3.175678955
917	3.173482657
918	3.172215522
919	3.169475926
920	3.168258718
921	3.167793505
922	3.166471111
923	3.166021945
924	3.165409704
925	3.163439396
926	3.163138356
927	3.161602834
928	3.159614332
929	3.15870081
930	3.15604762
931	3.155291052
932	3.154894141
933	3.154399053
934	3.153859337
935	3.152753244
936	3.150662357
937	3.147956794
938	3.147066993
939	3.146605904
940	3.146243561
941	3.144243012
942	3.142620625
943	3.140847012
944	3.139698266
945	3.138573925
946	3.138539118
947	3.138026391
948	3.136894669
949	3.135263585
950	3.134310295
951	3.133441877
952	3.131715944
953	3.129233501
954	3.127916555
955	3.127209375
956	3.124425997
957	3.124038536
958	3.121663085
959	3.120722455
960	3.120151088
961	3.118231108
962	3.116080288
963	3.114681807
964	3.114645567
965	3.114362374
966	3.112162203
967	3.111012109
968	3.11039769
969	3.110023577
970	3.109459494
971	3.107906993
972	3.107826198
973	3.106636149
974	3.103935685
975	3.102596098
976	3.101301497
977	3.101016299
978	3.099967937
979	3.098597029
980	3.097046109
981	3.096651054
982	3.095061094
983	3.094709062
984	3.09402459
985	3.092987247
986	3.092801661
987	3.092395533
988	3.091016712
989	3.090484006
990	3.089561612
991	3.08889607
992	3.08512558
993	3.084705836
994	3.084566661
995	3.084526833
996	3.084358767
997	3.083802834
998	3.082463509
999	3.079148089
