iter	Passed	Remaining
317	338	725
318	339	724
319	340	722
320	341	722
321	342	721
322	343	720
323	344	718
324	345	717
325	346	716
326	347	715
327	348	714
328	349	713
329	350	712
330	351	711
331	352	710
332	353	708
333	354	707
334	355	706
335	356	705
336	357	703
337	358	702
338	359	701
339	361	700
340	362	699
341	363	698
342	364	697
343	365	696
344	366	695
345	367	694
346	368	692
347	369	691
348	370	690
349	371	690
350	372	689
351	373	687
352	374	686
353	375	685
354	376	684
355	377	683
356	379	682
357	379	681
358	381	680
359	382	679
360	383	678
361	384	677
362	385	676
363	386	675
364	387	674
365	388	673
366	389	672
367	390	671
368	391	670
369	393	669
370	393	667
371	395	666
372	396	665
373	397	664
374	398	663
375	399	662
376	400	661
377	401	660
378	402	658
379	403	658
380	404	657
381	405	655
382	406	654
383	407	653
384	408	652
385	409	650
386	410	649
387	411	648
388	412	647
389	413	646
390	414	644
391	415	643
392	415	642
393	416	641
394	417	640
395	418	638
396	419	637
397	420	636
398	422	635
399	422	634
400	423	633
401	424	632
402	426	631
403	427	630
404	428	628
405	429	627
406	429	626
407	430	625
408	431	624
409	432	622
410	433	621
411	434	620
412	435	619
413	437	618
414	438	617
415	439	616
416	440	616
417	442	615
418	443	614
419	444	613
420	445	612
421	446	611
422	447	610
423	448	609
424	449	608
425	450	607
426	451	606
427	452	605
428	453	603
429	454	602
430	455	601
431	456	600
432	457	599
433	458	598
434	460	597
435	461	596
436	462	595
437	463	594
438	464	593
439	465	592
440	466	591
441	467	590
442	468	589
443	469	587
444	470	586
445	471	585
446	472	584
447	473	583
448	474	582
449	475	581
450	476	580
451	477	579
452	478	578
453	479	577
454	481	576
455	482	575
456	483	574
457	484	573
458	485	571
459	486	570
460	487	569
461	488	568
462	489	567
463	490	566
464	491	565
465	492	564
466	493	563
467	494	562
468	495	561
469	496	560
470	497	559
471	499	558
472	500	557
473	501	556
474	502	555
475	503	554
476	504	553
477	505	552
478	506	551
479	507	550
480	508	548
481	509	547
482	510	546
483	512	545
484	513	544
485	514	543
486	515	542
487	516	541
488	517	540
489	518	539
490	519	538
491	520	537
492	521	536
493	522	535
494	524	534
495	525	533
496	526	532
497	527	531
498	528	530
499	529	529
500	530	528
501	531	527
502	532	526
503	533	525
504	534	524
505	535	523
506	536	522
507	537	520
508	538	519
509	539	518
510	540	517
511	541	516
512	543	515
513	544	514
514	545	513
515	546	512
516	547	511
517	548	509
518	549	508
519	550	507
520	551	506
521	552	505
522	553	504
523	554	503
524	555	502
525	556	501
526	557	500
527	558	499
528	559	498
529	560	497
530	561	496
531	562	494
532	563	493
533	564	492
534	565	491
535	566	490
536	568	489
537	569	488
538	570	487
539	571	486
540	572	485
541	573	484
542	574	483
543	575	482
544	576	481
545	577	480
546	578	479
547	579	477
548	580	476
549	581	475
550	582	474
551	583	473
552	584	472
553	585	471
554	587	470
555	588	469
556	589	468
557	590	467
558	591	466
559	592	465
560	593	464
561	594	463
562	595	462
563	596	461
564	597	460
565	598	459
566	599	458
567	600	456
568	601	455
569	602	454
570	603	453
571	604	452
572	606	451
573	607	450
574	608	449
575	608	448
576	609	447
577	611	446
578	612	445
579	613	443
580	614	442
581	615	441
582	616	440
583	616	439
584	618	438
585	619	437
586	620	436
587	621	435
588	622	434
589	623	433
590	624	432
591	625	431
592	626	430
593	627	429
594	628	428
595	629	426
596	630	425
597	631	424
598	632	423
599	634	422
600	635	421
601	636	420
602	637	419
603	638	418
604	639	417
605	640	416
606	641	415
607	642	414
608	643	412
609	644	411
610	645	410
611	646	409
612	646	408
613	647	407
614	649	406
615	650	405
616	651	404
617	652	403
618	653	402
619	654	401
620	655	399
621	656	398
622	657	397
623	658	396
624	659	395
625	660	394
626	661	393
627	662	392
628	663	391
629	664	390
630	665	389
631	667	388
632	668	387
633	669	386
634	670	385
635	671	384
636	672	383
637	673	381
638	674	380
639	675	379
640	676	378
641	677	377
642	678	376
643	679	375
644	680	374
645	681	373
646	682	372
647	683	371
648	684	370
649	686	369
650	687	368
651	688	367
652	689	366
653	690	365
654	691	364
655	692	363
656	693	361
657	694	360
658	695	359
659	696	358
660	697	357
661	698	356
662	699	355
663	700	354
664	701	353
665	703	352
666	704	351
667	705	350
668	706	349
669	707	348
670	708	347
671	709	346
672	710	345
673	711	344
674	712	343
675	713	342
676	714	341
677	715	339
678	716	338
679	717	337
680	719	336
681	720	335
682	721	334
683	722	333
684	723	332
685	724	331
686	725	330
687	726	329
688	727	328
689	728	327
690	729	326
691	730	325
692	731	324
693	732	323
694	734	322
695	735	321
696	736	320
697	737	318
698	738	317
699	739	316
700	740	315
701	741	314
702	742	313
703	743	312
704	744	311
705	745	310
706	746	309
707	747	308
708	748	307
709	749	306
710	751	305
711	752	304
712	753	303
713	754	302
714	755	300
715	756	299
716	757	298
717	758	297
718	759	296
719	760	295
720	761	294
721	762	293
722	763	292
723	764	291
724	765	290
725	766	289
726	767	288
727	768	287
728	769	286
729	770	285
730	772	284
731	773	283
732	774	282
733	775	280
734	776	279
735	777	278
736	778	277
737	779	276
738	780	275
739	781	274
740	782	273
741	783	272
742	784	271
743	785	270
744	786	269
745	787	268
746	788	267
747	789	266
748	791	265
749	792	264
750	793	263
751	794	261
752	795	260
753	796	259
754	797	258
755	798	257
756	799	256
757	800	255
758	801	254
759	802	253
760	803	252
761	805	251
762	806	250
763	807	249
764	808	248
765	809	247
766	810	246
767	811	245
768	812	244
769	813	242
770	814	241
771	815	240
772	816	239
773	817	238
774	818	237
775	819	236
776	820	235
777	821	234
778	822	233
779	823	232
780	824	231
781	826	230
782	827	229
783	828	228
784	829	227
785	830	226
786	831	224
787	832	223
788	833	222
789	834	221
790	835	220
791	836	219
792	837	218
793	838	217
794	839	216
795	840	215
796	841	214
797	842	213
798	843	212
799	844	211
800	845	210
801	846	208
802	847	207
803	848	206
804	849	205
805	850	204
806	851	203
807	852	202
808	853	201
809	854	200
810	855	199
811	856	198
812	857	197
813	858	196
814	859	195
815	860	194
816	861	193
817	862	191
818	863	190
819	865	189
820	866	188
821	867	187
822	868	186
823	869	185
824	869	184
825	870	183
826	871	182
827	872	181
828	873	180
829	874	179
830	875	178
831	876	177
832	877	175
833	878	174
834	879	173
835	880	172
836	881	171
837	882	170
838	883	169
839	884	168
840	885	167
841	886	166
842	887	165
843	888	164
844	889	163
845	890	162
846	891	161
847	892	159
848	893	158
849	894	157
850	895	156
851	896	155
852	897	154
853	898	153
854	899	152
855	900	151
856	901	150
857	902	149
858	903	148
859	904	147
860	905	146
861	906	145
862	907	144
863	908	143
864	909	141
865	910	140
866	911	139
867	912	138
868	913	137
869	914	136
870	915	135
871	916	134
872	918	133
873	919	132
874	920	131
875	921	130
876	922	129
877	923	128
878	924	127
879	925	126
880	926	125
881	927	124
882	928	123
883	929	122
884	930	120
885	931	119
886	932	118
887	934	117
888	935	116
889	936	115
890	937	114
891	938	113
892	939	112
893	940	111
894	941	110
895	943	109
896	945	108
897	946	107
898	947	106
899	947	105
900	949	104
901	950	103
902	951	102
903	952	101
904	953	100
905	956	99
906	958	98
907	959	97
908	961	96
909	963	95
910	964	94
911	965	93
912	967	92
913	968	91
914	970	90
915	971	89
916	973	88
917	975	87
918	976	86
919	978	85
920	980	84
921	982	83
922	983	82
923	984	80
924	985	79
925	987	78
926	988	77
927	989	76
928	990	75
929	991	74
930	992	73
931	993	72
932	995	71
933	996	70
934	997	69
935	998	68
936	999	67
937	1000	66
938	1003	65
939	1005	64
940	1006	63
941	1007	62
942	1008	60
943	1010	59
944	1011	58
945	1012	57
946	1013	56
947	1014	55
948	1015	54
949	1016	53
950	1017	52
951	1018	51
952	1019	50
953	1020	49
954	1021	48
955	1022	47
956	1023	45
957	1024	44
958	1026	43
959	1027	42
960	1028	41
961	1029	40
962	1030	39
963	1031	38
964	1032	37
965	1033	36
966	1034	35
967	1035	34
968	1036	33
969	1037	32
970	1038	31
971	1040	29
972	1041	28
973	1042	27
974	1043	26
975	1044	25
976	1045	24
977	1046	23
978	1047	22
979	1048	21
980	1049	20
981	1050	19
982	1051	18
983	1052	17
984	1053	16
985	1054	14
986	1055	13
987	1056	12
988	1057	11
989	1059	10
990	1060	9
991	1061	8
992	1062	7
993	1063	6
994	1064	5
995	1065	4
996	1066	3
997	1067	2
998	1068	1
999	1069	0
