iter	MultiClass
607	0.6244011376
608	0.6242048118
609	0.6239622688
610	0.6230511939
611	0.6225406842
612	0.6217569204
613	0.6216435437
614	0.6213812439
615	0.6212595398
616	0.6209942351
617	0.6206309534
618	0.6204791163
619	0.6202411111
620	0.6199060634
621	0.6197121179
622	0.6192851999
623	0.6190743001
624	0.6187293839
625	0.6183622364
626	0.6179870473
627	0.6176179217
628	0.6168953948
629	0.6163760145
630	0.615895389
631	0.6155019711
632	0.6152555771
633	0.6148156932
634	0.6138281384
635	0.6136791075
636	0.6133244437
637	0.6131405209
638	0.6126137257
639	0.6124407943
640	0.6121879753
641	0.611594417
642	0.611164491
643	0.6111158719
644	0.6106502251
645	0.6102664518
646	0.6099396201
647	0.6094175051
648	0.6092139837
649	0.6086251258
650	0.6084292965
651	0.6083571438
652	0.6080521969
653	0.6078784517
654	0.6075581859
655	0.6071858704
656	0.6070164561
657	0.6068165161
658	0.6066540998
659	0.6062418751
660	0.6059091332
661	0.6055024875
662	0.6051434541
663	0.6044832994
664	0.6040469068
665	0.6035124413
666	0.6028625238
667	0.6022333272
668	0.6015009605
669	0.6009710755
670	0.6007770979
671	0.6004246991
672	0.6000004718
673	0.5996919335
674	0.5995137015
675	0.5992572929
676	0.5986596162
677	0.5983825642
678	0.5982868465
679	0.5977884139
680	0.5974381252
681	0.5972355564
682	0.5969300372
683	0.5963586807
684	0.5960593293
685	0.595784645
686	0.595081329
687	0.5941531214
688	0.5939965158
689	0.5934443807
690	0.5932330847
691	0.5927290717
692	0.5925752617
693	0.5919086202
694	0.5916861496
695	0.5915462654
696	0.5911540587
697	0.5909558656
698	0.5906846216
699	0.5900693503
700	0.5897399973
701	0.5896579439
702	0.5895339595
703	0.5891870492
704	0.5888923186
705	0.588251645
706	0.5875668327
707	0.5870307145
708	0.5865618442
709	0.5858731309
710	0.5854287131
711	0.5851600835
712	0.5848733698
713	0.5845828902
714	0.5844541447
715	0.5841835355
716	0.5839956004
717	0.5836115001
718	0.5834681507
719	0.5830398335
720	0.5828856678
721	0.5825449919
722	0.5822685516
723	0.5817932353
724	0.5815324149
725	0.5811792937
726	0.5807412493
727	0.5807019907
728	0.5804229852
729	0.5798067895
730	0.5792711092
731	0.5787597449
732	0.5783489987
733	0.578091388
734	0.5776638372
735	0.5772721743
736	0.5767277861
737	0.5758007994
738	0.5756657845
739	0.5753745122
740	0.5751447327
741	0.5743929601
742	0.5739335642
743	0.5735488239
744	0.5732976016
745	0.5728287466
746	0.5727391923
747	0.5722837704
748	0.5719752569
749	0.5715285586
750	0.5712282141
751	0.5707086224
752	0.5701858735
753	0.5699209864
754	0.5696417481
755	0.5691964309
756	0.5688811117
757	0.5688177002
758	0.5687029293
759	0.5684615171
760	0.5683443559
761	0.5679938486
762	0.5676641984
763	0.5675214146
764	0.567146579
765	0.5670226668
766	0.5666191732
767	0.5662034844
768	0.5660955989
769	0.5659490927
770	0.5654603628
771	0.5649801568
772	0.5644364239
773	0.5638139029
774	0.5633906252
775	0.5628670163
776	0.5622663163
777	0.5621632867
778	0.5617881847
779	0.5615144184
780	0.5610960117
781	0.560987523
782	0.5605672406
783	0.5604691195
784	0.5599259527
785	0.5594901647
786	0.5591483285
787	0.5590213923
788	0.5584451517
789	0.5581956541
790	0.5578691279
791	0.5574901989
792	0.5572419555
793	0.5565144957
794	0.5562402202
795	0.555984865
796	0.555781008
797	0.5552643862
798	0.5550370212
799	0.5548080856
800	0.5542740969
801	0.5538143412
802	0.5536274378
803	0.5533765612
804	0.5532995291
805	0.5530625801
806	0.5527944038
807	0.5523905243
808	0.5520648228
809	0.5516536634
810	0.5510444942
811	0.55077576
812	0.5505582055
813	0.5501183522
814	0.5497866951
815	0.5495661368
816	0.5494883596
817	0.5492115422
818	0.5488757378
819	0.5485668533
820	0.5481739793
821	0.5480361306
822	0.5475322308
823	0.5471621073
824	0.5468446339
825	0.5466818165
826	0.5463526575
827	0.5459185228
828	0.5453150149
829	0.5451189273
830	0.5448022362
831	0.5444532395
832	0.5442796641
833	0.5441416048
834	0.5440053978
835	0.5437973497
836	0.5437000078
837	0.5435281635
838	0.5433013178
839	0.5430821372
840	0.5427015569
841	0.5423555482
842	0.5421155628
843	0.5416370942
844	0.5413465262
845	0.5409555224
846	0.5407957926
847	0.5406885002
848	0.5403588946
849	0.5401655154
850	0.5397449002
851	0.539599381
852	0.5394308375
853	0.5387880936
854	0.5384552509
855	0.538228106
856	0.5377922147
857	0.5377018823
858	0.5371453027
859	0.536694109
860	0.5365545299
861	0.5362452174
862	0.5361260327
863	0.5358292184
864	0.5350155388
865	0.53479587
866	0.5341953836
867	0.5335163616
868	0.5333033994
869	0.5332266538
870	0.5330540546
871	0.5328439571
872	0.5325682877
873	0.5323270533
874	0.5319727061
875	0.5316986828
876	0.5314794674
877	0.5310304
878	0.5305510209
879	0.5303259447
880	0.530055469
881	0.5299172942
882	0.529673501
883	0.5295492943
884	0.5292336928
885	0.5291001511
886	0.529037563
887	0.5287169301
888	0.5284019263
889	0.5281859885
890	0.5280545116
891	0.5276050128
892	0.5272534441
893	0.5270271996
894	0.5265276643
895	0.5260341971
896	0.5259401269
897	0.525276823
898	0.5248803684
899	0.5248009006
900	0.5244579539
901	0.5240015012
902	0.5239262748
903	0.5237651934
904	0.5234727374
905	0.5233811032
906	0.523170432
907	0.5226942524
908	0.5224721369
909	0.5219431159
910	0.5215204648
911	0.5213922507
912	0.5209813028
913	0.5206178591
914	0.5202384148
915	0.5198730021
916	0.5197810812
917	0.5193699958
918	0.5192575295
919	0.5190881329
920	0.5189193785
921	0.5187476896
922	0.5182607312
923	0.5180701548
924	0.5178681071
925	0.5175653856
926	0.5171166458
927	0.516914839
928	0.5166433079
929	0.5163206422
930	0.5160807082
931	0.5156384871
932	0.5153249513
933	0.5152263007
934	0.5150635068
935	0.5147841382
936	0.5145836363
937	0.5144767979
938	0.5140386051
939	0.5139702902
940	0.5135074852
941	0.513164212
942	0.512838657
943	0.5125619898
944	0.5122438285
945	0.5118099055
946	0.5116560189
947	0.5115408102
948	0.5113888393
949	0.5111646744
950	0.5108892777
951	0.5107583235
952	0.510495161
953	0.5102164355
954	0.5101284192
955	0.5096301531
956	0.5094020416
957	0.5090918514
958	0.5089478564
959	0.508484093
960	0.5082332823
961	0.5080885189
962	0.5078008752
963	0.5075681381
964	0.5072876874
965	0.5070948016
966	0.5068892059
967	0.5066769606
968	0.5056996944
969	0.5052576723
970	0.5048634289
971	0.5043701594
972	0.5039569808
973	0.5037951158
974	0.5036402767
975	0.5032985444
976	0.5028204796
977	0.502377385
978	0.5021171332
979	0.5015954503
980	0.5013505311
981	0.5009445744
982	0.5002563336
983	0.5000868403
984	0.499678264
985	0.4991895807
986	0.4988928541
987	0.498609233
988	0.4982426106
989	0.497647704
990	0.497204739
991	0.4968823502
992	0.4966971257
993	0.4963891041
994	0.49623182
995	0.4959219336
996	0.495507859
997	0.4951996652
998	0.4951185292
999	0.4948614555
1000	0.4946675821
1001	0.4945664353
1002	0.4940250975
1003	0.4938113014
1004	0.4936252733
1005	0.4934923063
1006	0.4934215838
1007	0.4930672538
1008	0.4925166991
1009	0.4920655688
1010	0.4915975771
1011	0.4911598537
1012	0.49065769
1013	0.4906194405
1014	0.4903379515
1015	0.4900207276
1016	0.4899809374
1017	0.4894401861
1018	0.4891940795
1019	0.4889589644
1020	0.4887655604
1021	0.4885941464
1022	0.4882634144
1023	0.4879392536
1024	0.4876982505
1025	0.4872751755
1026	0.4870340509
1027	0.4868671329
1028	0.4866678024
1029	0.4865641627
1030	0.4863216918
1031	0.4858455332
1032	0.4856605529
1033	0.4855181294
1034	0.4852772388
1035	0.4851987849
1036	0.4848619095
1037	0.4847615871
1038	0.4845425047
1039	0.4842644735
1040	0.483936931
1041	0.4837884069
1042	0.4835823798
1043	0.4830702111
1044	0.4826816438
1045	0.4825097236
1046	0.4821391572
1047	0.4819807386
1048	0.4816427288
1049	0.481349578
1050	0.4811248175
1051	0.4807018274
1052	0.4803402878
1053	0.4801540115
1054	0.4799480478
1055	0.4798301394
1056	0.4796048724
1057	0.4794384838
1058	0.4792392249
1059	0.4790587504
1060	0.4789745821
1061	0.4787261631
1062	0.4783888746
1063	0.4780093075
1064	0.477827374
1065	0.477630846
1066	0.4773769722
1067	0.477000639
1068	0.4766311705
1069	0.4764780384
1070	0.4762500317
1071	0.4760198593
1072	0.4759419658
1073	0.4757753042
1074	0.475659478
1075	0.4755412042
1076	0.4751430866
1077	0.4750736217
1078	0.4748187077
1079	0.4746018503
1080	0.4744803038
1081	0.4743440366
1082	0.474048548
1083	0.4738482095
1084	0.473297036
1085	0.4729683688
1086	0.4726809087
1087	0.472524713
1088	0.4722253346
1089	0.4721185696
1090	0.4718317132
1091	0.471717361
1092	0.4714304388
1093	0.4712683399
1094	0.470824637
1095	0.470486556
1096	0.4701134919
1097	0.4698700409
1098	0.4697259676
1099	0.4695265974
1100	0.46912738
1101	0.4689063101
1102	0.4686809007
1103	0.468560661
1104	0.4680037977
1105	0.4677911708
1106	0.4674403535
1107	0.4673454393
1108	0.4671739333
1109	0.4669048045
1110	0.4666297323
1111	0.4663610992
1112	0.4660821393
1113	0.4657628614
1114	0.465444176
1115	0.4652519185
1116	0.4650451797
1117	0.4648042658
1118	0.4646169128
1119	0.4643231618
1120	0.4641739957
1121	0.4637914705
1122	0.4637019949
1123	0.4635185458
1124	0.4633634927
1125	0.4629777435
1126	0.4626008394
1127	0.4624312178
1128	0.4622924375
1129	0.4620482541
1130	0.4617057262
1131	0.461288379
1132	0.4609723752
1133	0.4607648004
1134	0.4605301824
1135	0.4602378175
1136	0.4600996242
1137	0.459780836
1138	0.459594028
1139	0.4591801351
1140	0.4590680414
1141	0.4587760825
1142	0.4582357389
1143	0.4580175665
1144	0.4577504852
1145	0.4572497878
1146	0.4570594713
1147	0.4568411465
1148	0.4567075698
1149	0.4563791124
1150	0.4561208694
1151	0.4560376647
1152	0.4556746666
1153	0.4555467748
1154	0.4553816458
1155	0.4550960718
1156	0.4547180598
1157	0.4545703353
1158	0.4544248526
1159	0.4540041525
